car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,35500,crossover,85,3,Diesel,yes,2012,Land Cruiser Prado,full
Nissan,6999,sedan,85,1.6,Petrol,yes,2009,Almera,front
VAZ,2100,sedan,85,1.8,Other,yes,2016,2103,
Volkswagen,27000,sedan,85,2,Diesel,yes,2013,Passat CC,front
Skoda,11500,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front
Hyundai,6400,sedan,85,1.4,Petrol,yes,2009,Accent,front
Skoda,5500,hatch,85,1.2,Petrol,yes,2007,Fabia,front
BMW,34500,crossover,85,3,Petrol,yes,2010,X5,full
Toyota,30000,crossover,85,2.7,Gas,yes,2010,Land Cruiser Prado,full
Hyundai,15500,sedan,85,10,Petrol,yes,2011,Sonata,front
Land Rover,70900,crossover,85,3,Diesel,yes,2014,Range Rover Sport,full
Daewoo,3900,sedan,85,1.4,Petrol,yes,2007,Lanos,front
Mazda,10800,crossover,85,2.3,Petrol,yes,2008,CX-7,full
Subaru,13700,crossover,85,2.5,Petrol,yes,2008,Forester,full
ZAZ,2350,sedan,85,1.2,Petrol,yes,2008,1103 �������,front
BMW,24700,other,85,4.4,Petrol,yes,2004,645,rear
Hyundai,11700,sedan,85,1.4,Petrol,yes,2013,Accent,front
Ford,8900,hatch,85,1.25,Petrol,yes,2013,Fiesta,front
Opel,9600,hatch,85,1.6,Petrol,yes,2012,Astra H,front
Toyota,27500,crossover,85,4,Petrol,yes,2007,Land Cruiser Prado,full
Mercedes-Benz,34999,other,85,5.5,Petrol,yes,2008,CL 55 AMG,rear
Volkswagen,14800,sedan,85,1.4,Petrol,yes,2013,Jetta,front
Chery,6000,hatch,85,1.6,Petrol,yes,2010,M11,front
Daewoo,3600,sedan,85,1.4,Petrol,yes,2007,Lanos,front
Lincoln,9500,sedan,85,5,Gas,yes,1981,Town Car,rear
Mercedes-Benz,50900,crossover,85,3,Diesel,yes,2013,ML 350,full
Renault,0,van,85,1.5,Diesel,yes,2012,Kangoo ����.,front
Audi,11500,sedan,85,1.8,Petrol,yes,2007,A4,front
Nissan,7800,hatch,85,1.6,Other,yes,2008,TIIDA,full
Lexus,55000,crossover,85,5.7,Gas,yes,2011,LX 570,full
Mercedes-Benz,24990,sedan,85,5.5,Petrol,yes,2008,S 500,full
Suzuki,10800,hatch,85,1.6,Petrol,yes,2011,SX4,front
Mazda,8100,other,85,1.3,Petrol,yes,2004,RX-8,rear
Lincoln,21500,crossover,85,3.5,Petrol,yes,2008,MKX,full
Great Wall,8200,crossover,85,2.4,Petrol,yes,2006,Hover,full
BMW,15000,crossover,85,4.8,Petrol,no,2010,X5,full
Mitsubishi,10600,crossover,85,1.8,Gas,yes,2006,Outlander,full
Peugeot,10700,vagon,85,1.6,Gas,yes,2011,3008,front
Acura,18500,crossover,85,3.7,Petrol,yes,2008,MDX,full
Chery,5800,crossover,85,2,Petrol,yes,2012,Tiggo,front
Skoda,11250,sedan,85,1.6,Petrol,yes,2012,Octavia A5,front
Skoda,14950,sedan,85,1.8,Petrol,yes,2012,Octavia A5,front
VAZ,3200,sedan,85,1.5,Gas,yes,2004,2110,front
Toyota,28999,sedan,86,3.5,Petrol,yes,2013,Camry,front
Volkswagen,9800,van,86,1.2,Petrol,yes,2013,Caddy ����.,front
Subaru,14750,crossover,86,3.6,Petrol,yes,2009,Tribeca,full
Peugeot,7300,hatch,86,1.4,Petrol,yes,2011,207,front
Land Rover,32500,crossover,86,5,Petrol,yes,2010,Range Rover Sport,full
Toyota,31000,crossover,86,2.2,Diesel,yes,2014,Rav 4,full
Daewoo,4700,sedan,86,1.4,Gas,yes,2008,Lanos,front
BMW,32500,other,86,3,Petrol,yes,2010,5 Series GT,rear
Skoda,6600,hatch,86,1.4,Petrol,yes,2008,Fabia,front
Hyundai,5900,hatch,86,1.4,Petrol,yes,2007,Getz,
Peugeot,5800,sedan,86,1.4,Petrol,yes,2008,206,front
Skoda,13100,hatch,86,1.8,Petrol,yes,2012,Octavia A5,front
Peugeot,5800,vagon,86,2,Diesel,yes,2003,Partner ����.,front
Infiniti,16300,sedan,86,3.5,Petrol,yes,2008,G35,full
Ford,6800,hatch,86,1.25,Gas,yes,2009,Fiesta,front
ZAZ,1600,hatch,86,1.2,Petrol,yes,2004,1102 ������,front
Mercedes-Benz,23700,sedan,86,1.8,Gas,yes,2013,E-Class,rear
Daewoo,3700,sedan,86,1.3,Petrol,yes,2010,Sens,front
Honda,9900,crossover,86,2,Petrol,yes,2004,CR-V,full
Volkswagen,8800,sedan,86,1.6,Petrol,yes,2012,Polo,front
Mazda,9900,hatch,86,1.6,Petrol,yes,2008,3,front
Mazda,9200,sedan,86,1.6,Gas,yes,2008,3,front
Chery,4800,sedan,86,2,Gas,yes,2008,Eastar,front
Ford,10800,hatch,86,1.4,Gas,yes,2011,Fiesta,front
Ford,8950,sedan,86,1.6,Petrol,yes,2011,Focus,front
Hyundai,6800,hatch,86,1.4,Gas,yes,2007,Getz,front
Hyundai,6900,sedan,86,1.4,Gas,yes,2009,Accent,front
Mercedes-Benz,28500,sedan,86,5.5,Petrol,yes,2007,S 500,full
Opel,10999,hatch,86,1.3,Diesel,yes,2012,Astra J,front
Lexus,16200,sedan,86,3.5,Petrol,yes,2008,ES 350,front
Chery,2500,hatch,86,1.1,Petrol,yes,2007,QQ,front
Kia,18800,crossover,86,2.4,Gas,yes,2012,Sorento,full
Skoda,8800,sedan,86,1.9,Diesel,yes,2007,Superb,front
Land Rover,42000,crossover,86,5,Petrol,yes,2010,Range Rover,full
ZAZ,1980,other,86,1.2,Petrol,yes,2005,110557,front
Subaru,12100,crossover,86,2.5,Petrol,yes,2006,Forester,full
VAZ,4000,hatch,86,1.6,Petrol,yes,2012,2114,front
Mercedes-Benz,63000,crossover,86,5.5,Petrol,yes,2009,G 55 AMG,full
Mitsubishi,25999,crossover,86,3.2,Diesel,yes,2011,Pajero Wagon,full
VAZ,950,sedan,86,1.2,Petrol,yes,1986,2101,rear
Mercedes-Benz,29900,crossover,86,3,Gas,yes,2010,GLK 300,
Honda,19900,crossover,86,2.4,Gas,yes,2011,CR-V,full
Citroen,12700,other,86,1.6,Petrol,yes,2012,Grand C4 Picasso,front
Toyota,11300,hatch,87,1,Petrol,yes,2009,IQ,front
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Kia,18700,other,87,2.2,Diesel,yes,2010,Sorento,full
Hyundai,9500,crossover,87,2,Gas,yes,2008,Tucson,
Hyundai,15999,crossover,87,2.4,Gas,yes,2011,Santa FE,full
Kia,7850,hatch,87,1.6,Petrol,yes,2008,Ceed,front
Skoda,14900,hatch,87,1.8,Petrol,yes,2012,Octavia A5,front
Volkswagen,10400,sedan,87,1.6,Petrol,yes,2011,Polo,front
Mazda,9200,sedan,87,1.3,Petrol,yes,2006,RX-8,rear
Volkswagen,16500,sedan,87,1.8,Other,yes,2012,Passat B7,front
Toyota,9150,hatch,87,1.6,Petrol,yes,2008,Auris,front
Volkswagen,8500,sedan,87,1.6,Petrol,yes,2011,Polo,front
Ford,9200,hatch,87,1.6,Petrol,yes,2010,Focus,front
Land Rover,39700,crossover,87,1.8,Petrol,yes,2010,Range Rover,full
Nissan,13300,crossover,87,2,Gas,yes,2011,Qashqai,front
Suzuki,12000,hatch,87,1.6,Gas,yes,2011,SX4,front
Land Rover,49000,crossover,87,5,Petrol,yes,2011,Range Rover,full
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Kia,15200,vagon,87,1.6,Diesel,yes,2013,Ceed,front
Land Rover,36700,crossover,87,5,Petrol,yes,2010,Range Rover Sport,full
BMW,44999,crossover,87,3,Diesel,yes,2011,X6,full
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Renault,7245,sedan,87,1.4,Petrol,yes,2008,Megane,
Daewoo,3750,sedan,87,1.5,Gas,yes,2007,Lanos,front
Hyundai,16500,sedan,87,2.4,Petrol,yes,2011,Sonata,front
Hyundai,6700,sedan,87,1.5,Diesel,yes,2008,Accent,front
Citroen,7900,hatch,87,1.4,Diesel,yes,2011,C3,front
Toyota,10400,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Geely,4100,other,87,1.6,Gas,yes,2008,MK,front
Renault,6800,sedan,87,1.4,Petrol,yes,2013,Symbol,front
Porsche,19500,crossover,87,4.5,Gas,yes,2006,Cayenne,full
Peugeot,6300,hatch,87,1.8,Petrol,yes,2010,207,front
Toyota,17950,sedan,87,2.4,Petrol,yes,2010,Camry,front
Toyota,8900,sedan,87,1.6,Petrol,yes,2008,Corolla,front
VAZ,1400,sedan,87,1.6,Petrol,yes,2002,2107,rear
Nissan,16500,sedan,87,2.5,Petrol,yes,2013,Teana,front
Hyundai,5500,hatch,87,1.4,Petrol,yes,2007,Getz,front
Fiat,6600,van,87,1.3,Diesel,yes,2012,Doblo ����.,front
VAZ,537.225,sedan,87,1.5,Petrol,yes,1994,2105,rear
Infiniti,32000,crossover,87,3.7,Gas,yes,2011,FX 37,full
SsangYong,15500,crossover,87,2,Diesel,yes,2012,Korando,full
Opel,6150,sedan,87,1.4,Gas,yes,2007,Astra G,front
Lexus,35000,crossover,87,4.7,Gas,yes,2007,LX 470,full
VAZ,4100,sedan,87,1.6,Gas,yes,2008,2170,
Mitsubishi,17900,crossover,87,3.8,Gas,yes,2008,Pajero Wagon,full
Peugeot,1999,hatch,87,1.8,Diesel,yes,1988,205,front
Skoda,8600,sedan,87,1.6,Petrol,yes,2009,Octavia Tour,front
Hyundai,12600,sedan,87,1.6,Petrol,yes,2012,Elantra,front
VAZ,4300,sedan,87,1.6,Petrol,yes,2008,2110,front
Nissan,7700,hatch,87,1.2,Petrol,yes,2009,Micra,front
VAZ,1750,sedan,87,1.3,Petrol,yes,1992,2106,rear
Daewoo,4400,sedan,87,1.6,Petrol,yes,2008,Lanos,front
Skoda,13999,sedan,88,1.8,Petrol,yes,2012,Octavia A5,front
Toyota,39000,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full
Chevrolet,6700,hatch,88,1.6,Petrol,yes,2009,Lacetti,
Mercedes-Benz,140000,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full
Nissan,12300,crossover,88,2,Petrol,yes,2009,Qashqai,front
Hyundai,7100,hatch,88,1.4,Petrol,yes,2008,Getz,front
Porsche,52000,crossover,88,3.6,Petrol,yes,2012,Cayenne,full
Nissan,8100,sedan,88,1.6,Petrol,yes,2012,Almera,front
Honda,18900,crossover,88,2,Petrol,yes,2011,CR-V,full
ZAZ,2100,sedan,88,1.2,Gas,yes,2007,1103 �������,front
Audi,41000,crossover,88,4.2,Diesel,yes,2010,Q7,full
Chevrolet,6950,sedan,88,1.5,Gas,yes,2011,Aveo,front
Daewoo,3000,hatch,88,0.8,Petrol,yes,2010,Matiz,front
SsangYong,13300,crossover,88,2.7,Diesel,yes,2011,Kyron,full
ZAZ,4600,sedan,88,1.8,Gas,yes,2014,Sens,
VAZ,5200,sedan,88,1.6,Other,yes,2011,2115,front
VAZ,3000,sedan,88,1.6,Petrol,yes,2006,1118,front
Toyota,19400,crossover,88,2,Petrol,yes,2011,Rav 4,full
Hyundai,14800,crossover,88,2,Gas,yes,2010,IX35,full
Peugeot,18000,other,88,1.6,Petrol,yes,2010,RCZ,front
Nissan,13500,crossover,88,2,Petrol,yes,2007,Qashqai,front
Nissan,22100,crossover,88,3.5,Gas,yes,2011,Murano,full
Hyundai,6500,hatch,88,1.4,Petrol,yes,2006,Getz,front
Volvo,33500,crossover,88,2.4,Diesel,yes,2012,XC90,full
Nissan,7600,hatch,88,1.2,Petrol,yes,2008,Micra,front
Skoda,9600,hatch,88,1.8,Other,yes,2007,Octavia Tour,front
Honda,17900,other,88,2.4,Petrol,yes,2011,Accord,front
Lexus,9500,sedan,88,3,Petrol,yes,2003,ES 300,front
Volkswagen,23999,sedan,88,1.8,Other,yes,2012,Passat CC,
Honda,11700,hatch,88,1.8,Petrol,yes,2009,Civic,front
Renault,9500,sedan,88,1.6,Gas,yes,2012,Fluence,front
Kia,8500,hatch,88,1.4,Petrol,yes,2009,Ceed,front
Hyundai,17500,crossover,88,1.8,Other,yes,2012,IX35,
Porsche,24900,crossover,88,4.8,Petrol,yes,2008,Cayenne,full
Volkswagen,4100,sedan,88,1.8,Gas,yes,1993,Vento,front
Volkswagen,9599,sedan,88,1.6,Petrol,yes,2014,Polo,front
Citroen,6800,hatch,88,1.6,Petrol,yes,2009,C4,front
Mercedes-Benz,39900,other,88,6.2,Petrol,yes,2008,CL 63 AMG,rear
Chevrolet,5450,hatch,88,1.5,Other,yes,2008,Aveo,front
Hyundai,18200,crossover,88,2,Petrol,yes,2012,IX35,full
Honda,11900,hatch,88,1.8,Petrol,yes,2009,Civic,front
Toyota,21900,sedan,88,2.5,Petrol,yes,2012,Camry,front
Mazda,12500,sedan,89,2,Petrol,yes,2009,6,front
Toyota,21500,crossover,89,2,Petrol,yes,2012,Rav 4,full
Hyundai,22600,crossover,89,2.2,Diesel,yes,2012,Santa FE,full
Toyota,41900,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,full
BMW,15500,sedan,89,2,Diesel,no,2012,520,rear
Mercedes-Benz,43900,crossover,89,3,Diesel,yes,2012,ML 350,full
Ford,10900,sedan,89,2.5,Petrol,yes,2008,Mondeo,front
Honda,20600,other,89,2,Petrol,yes,2012,CR-V,full
Toyota,18800,vagon,89,1.8,Petrol,yes,2012,Avensis,front
Mitsubishi,17000,crossover,89,3.8,Petrol,yes,2008,Pajero Wagon,full
Mazda,17500,crossover,89,3.7,Gas,yes,2008,CX-9,full
MINI,8800,hatch,89,1.6,Petrol,yes,2002,Cooper,front
Toyota,16000,sedan,89,1.8,Other,yes,2011,Avensis,front
Renault,13900,vagon,89,1.5,Diesel,yes,2013,Megane,front
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front
Kia,6300,hatch,89,1.1,Petrol,yes,2006,Picanto,front
Suzuki,8750,sedan,89,1.6,Petrol,yes,2008,SX4,front
Nissan,8500,sedan,89,1.6,Petrol,yes,2008,TIIDA,front
Mercedes-Benz,30500,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear
Mitsubishi,17900,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,full
VAZ,6200,crossover,89,1.7,Petrol,yes,2009,2121,full
Renault,9500,sedan,89,1.6,Petrol,yes,2012,Fluence,front
Renault,12900,crossover,89,2.5,Petrol,yes,2010,Koleos,full
Skoda,7000,hatch,89,1.4,Petrol,yes,2010,Fabia,front
Skoda,11800,sedan,89,1.6,Petrol,yes,2012,Octavia A5,front
Chevrolet,5700,sedan,89,1.5,Petrol,yes,2008,Aveo,front
Honda,11300,hatch,89,1.8,Petrol,yes,2008,Civic,front
Toyota,59900,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,full
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front
Toyota,24800,crossover,90,4,Petrol,yes,2008,FJ Cruiser,full
Volkswagen,16000,crossover,90,2,Petrol,yes,2011,Tiguan,full
Land Rover,35700,crossover,90,5,Petrol,yes,2012,Range Rover,full
Land Rover,40900,crossover,90,3.6,Diesel,yes,2011,Range Rover Sport,full
Toyota,29500,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado,full
Smart,11900,other,90,1,Petrol,yes,2011,Cabrio,rear
Hummer,21500,crossover,90,3.5,Gas,yes,2006,H3,full
Mitsubishi,14500,crossover,90,3,Petrol,yes,2008,Pajero Wagon,full
Volkswagen,27000,other,90,2,Diesel,yes,2014,Tiguan,full
Hyundai,11200,crossover,90,2,Gas,yes,2008,Tucson,full
Peugeot,19500,crossover,90,1.6,Diesel,yes,2014,3008,front
Volkswagen,45000,sedan,90,3,Diesel,yes,2011,Phaeton,full
Peugeot,17800,sedan,90,2,Diesel,yes,2013,508,front
Honda,12399,sedan,90,2.4,Petrol,yes,2008,Accord,front
Mercedes-Benz,18500,other,90,1.8,Petrol,yes,2008,C-Class,rear
Chevrolet,6400,hatch,90,1.6,Petrol,yes,2008,Lacetti,front
Toyota,9500,other,90,1.6,Other,yes,2008,Corolla,front
Renault,8100,crossover,90,1.9,Diesel,yes,2005,Kangoo ����.,full
Renault,4900,sedan,90,1.4,Gas,yes,2008,Symbol,front
Subaru,16799,vagon,90,2.5,Other,yes,2011,Outback,full
Daewoo,3100,sedan,90,1.5,Petrol,yes,2005,Lanos,front
Skoda,7500,hatch,90,1.4,Petrol,yes,2011,Fabia,front
Hyundai,9700,hatch,90,1.6,Diesel,yes,2010,i30,front
Volkswagen,0,crossover,90,3.6,Petrol,yes,2008,Touareg,full
Toyota,18900,crossover,90,2,Petrol,yes,2010,Rav 4,full
VAZ,3500,sedan,90,1.6,Petrol,yes,2008,21099,front
Chevrolet,6900,sedan,90,1.8,Gas,yes,2006,Lacetti,front
VAZ,3300,vagon,90,1.6,Petrol,yes,2007,2111,front
Volkswagen,10000,sedan,90,9,Petrol,no,2010,Passat B6,front
Nissan,8000,crossover,90,1.8,Petrol,yes,2012,Juke,front
VAZ,2900,other,90,1.5,Petrol,yes,2010,2107,rear
Mazda,8900,hatch,90,1.8,Gas,yes,2008,3,front
Chery,3999,sedan,90,2,Petrol,yes,2008,Eastar,front
Daewoo,3700,sedan,90,1.4,Gas,yes,2007,Lanos,front
Fiat,6800,van,90,1.3,Diesel,yes,2011,Doblo ����.,front
Opel,7700,hatch,90,1.4,Petrol,yes,2006,Astra H,front
Lexus,23500,sedan,90,3.5,Petrol,yes,2010,GS 350,full
Audi,48000,crossover,90,3,Diesel,yes,2013,Q7,full
Hyundai,9400,sedan,90,2,Petrol,yes,2009,Sonata,front
Infiniti,33000,crossover,90,3.7,Petrol,yes,2011,FX 37,full
Audi,29999,other,90,3,Petrol,yes,2011,A5,full
Volkswagen,4800,hatch,90,1.9,Diesel,yes,1992,Golf III,front
Chevrolet,5600,sedan,90,1.5,Petrol,yes,2007,Aveo,front
Skoda,14800,vagon,90,1.8,Petrol,yes,2011,Superb,
Kia,11500,sedan,90,2,Petrol,yes,2008,Magentis,front
Ford,5100,other,90,3,Petrol,yes,2000,Ranger,full
Mitsubishi,0,sedan,90,2,Petrol,yes,2007,Lancer Evolution,full
Hyundai,14500,crossover,90,2.7,Gas,yes,2008,Santa FE,full
Daewoo,3400,hatch,90,0.8,Petrol,yes,2006,Matiz,front
Honda,16200,sedan,90,2.4,Petrol,yes,2008,Accord,front
Nissan,9200,van,90,1.6,Gas,yes,2008,Note,front
Honda,17100,sedan,90,2.4,Petrol,yes,2010,Accord,front
Lexus,12300,other,90,4.3,Petrol,yes,2002,SC 430,rear
Skoda,0,hatch,90,2,Petrol,yes,2012,Octavia A5,front
Mercedes-Benz,28500,sedan,90,5.5,Petrol,yes,2007,S 500,full
BMW,32900,crossover,90,3,Petrol,yes,2008,X6,full
Mazda,0,other,90,1.8,Other,yes,2004,RX-8,
Ford,17950,van,90,1.6,Diesel,yes,2014,Tourneo Connect ����.,front
Chevrolet,10100,sedan,90,1.8,Petrol,yes,2011,Cruze,front
Audi,7800,sedan,90,2.2,Gas,yes,1994,S4,full
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front
Renault,11700,crossover,90,1.5,Diesel,yes,2011,Duster,full
Toyota,11800,sedan,90,1.8,Petrol,yes,2008,Avensis,front
BMW,13000,sedan,90,5,Petrol,no,2008,M5,rear
Fiat,7800,hatch,90,1.4,Petrol,yes,2012,Grande Punto,front
Mercedes-Benz,18800,other,90,1.8,Petrol,yes,2008,CLC 180,rear
Honda,8500,crossover,90,2.4,Petrol,no,2011,CR-V,full
VAZ,3900,hatch,90,1.6,Petrol,yes,2011,2172,front
Hyundai,12700,vagon,90,2,Petrol,yes,2012,Tucson,full
Skoda,13500,vagon,90,1.8,Petrol,yes,2011,Yeti,full
Toyota,16030,sedan,90,2.5,Gas,yes,2012,Camry,front
Honda,10500,hatch,90,1.8,Petrol,yes,2008,Civic,front
Hyundai,12500,crossover,90,2,Diesel,yes,2008,Tucson,full
Volkswagen,7990,sedan,90,1.4,Petrol,yes,2003,New Beetle,front
Mitsubishi,2020,other,90,1.8,Other,no,2008,L 200,
Honda,15200,other,90,3.5,Gas,yes,2008,Accord,front
BMW,55500,crossover,90,3,Diesel,yes,2013,X5 M,full
Volkswagen,8900,hatch,90,1.9,Diesel,yes,2009,Golf V,front
Chevrolet,15800,crossover,90,2.4,Gas,yes,2007,Captiva,full
BMW,16999,other,90,2.5,Petrol,yes,2008,325,full
Toyota,13900,hatch,90,1.6,Petrol,yes,2012,Auris,
Toyota,65000,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,full
Huanghai,8500,crossover,90,2.4,Petrol,yes,2007,Aurora,full
Wartburg,1000,sedan,90,1.3,Petrol,yes,1989,1.3,front
Skoda,13300,hatch,90,1.8,Petrol,yes,2012,Octavia A5,front
Mercedes-Benz,33000,vagon,91,1.8,Other,yes,2013,E-Class,
Mitsubishi,8400,sedan,91,1.5,Petrol,yes,2009,Lancer X,front
Smart,2300,hatch,91,0.6,Petrol,no,2002,Fortwo,rear
Volkswagen,47777,sedan,91,3,Diesel,yes,2012,Phaeton,full
Kia,12599,hatch,91,1.6,Petrol,yes,2012,Ceed,front
Kia,14500,sedan,91,2,Petrol,yes,2013,Cerato,front
Hyundai,6999,sedan,91,1.4,Petrol,yes,2008,Accent,
Alfa Romeo,12100,sedan,91,2.2,Petrol,yes,2008,159,front
Ford,6999,hatch,91,1.4,Petrol,yes,2007,Fusion,front
Toyota,8100,hatch,91,1.6,Petrol,yes,2007,Auris,front
VAZ,3400,sedan,91,1.6,Petrol,yes,2009,2110,front
Skoda,12000,hatch,91,1.8,Petrol,yes,2011,Octavia A5,front
Mazda,7999,sedan,91,1.6,Petrol,yes,2008,3,front
Skoda,12900,sedan,91,1.8,Petrol,yes,2012,Octavia A5,front
Renault,7900,vagon,91,1.5,Diesel,yes,2008,Scenic,front
Mazda,11700,sedan,91,2,Petrol,yes,2008,6,front
Geely,8300,other,91,1.8,Gas,yes,2014,Emgrand 7 (EC7),front
Ford,700,hatch,91,1.4,Gas,no,1994,Escort,front
Volkswagen,11900,hatch,91,1.4,Petrol,yes,2010,Golf VI,front
ZAZ,1350,hatch,91,1.1,Petrol,yes,2004,1102 ������,front
Ford,12226.5,vagon,91,1.6,Petrol,yes,2012,C-Max,front
Nissan,10500,crossover,91,1.6,Gas,yes,2007,Qashqai,
Peugeot,6500,hatch,91,1.6,Petrol,yes,2006,307,front
VAZ,3599,sedan,91,1.6,Gas,yes,2009,2115,front
VAZ,1950,sedan,91,1.5,Petrol,yes,2005,2107,rear
Hafei,6100,sedan,91,1.6,Petrol,yes,2008,Saibao,front
Peugeot,10900,other,91,1.6,Petrol,yes,2009,308,front
SsangYong,17500,crossover,91,2,Diesel,yes,2012,Kyron,full
Hyundai,12200,crossover,92,1.8,Petrol,yes,2009,Tucson,full
Ford,15400,vagon,92,1.6,Gas,yes,2013,Focus,front
Volkswagen,35800,crossover,92,3,Diesel,yes,2011,Touareg,full
Suzuki,10500,crossover,92,2,Petrol,yes,2006,Grand Vitara,full
Fiat,12500,van,92,1.4,Gas,yes,2013,Doblo ����.,front
Mitsubishi,9800,crossover,92,2,Petrol,yes,2008,Outlander,full
Toyota,28350,crossover,92,2.2,Diesel,yes,2013,Rav 4,full
Volkswagen,34000,crossover,92,3,Diesel,yes,2012,Touareg,full
Volkswagen,17900,van,92,1.4,Petrol,yes,2012,Sharan,front
Hyundai,6500,sedan,92,1.4,Petrol,yes,2008,Accent,front
VAZ,4000,hatch,92,1.6,Gas,yes,2006,2112,front
Kia,6900,sedan,92,1.6,Petrol,yes,2007,Cerato,front
Infiniti,26000,crossover,92,3.5,Petrol,yes,2009,FX 35,full
VAZ,1950,sedan,92,1.5,Gas,yes,1990,2107,rear
Kia,21800,crossover,92,2.2,Diesel,yes,2011,Sorento,full
VAZ,4650,sedan,92,1.6,Petrol,yes,2011,2170,front
Nissan,37900,crossover,92,5.6,Petrol,yes,2012,Patrol,full
Peugeot,8900,other,92,1.6,Petrol,yes,2004,206,front
Toyota,6900,hatch,92,1.3,Petrol,yes,2006,Yaris,front
Mitsubishi,9200,sedan,92,2,Petrol,yes,2010,Lancer X,front
Nissan,15000,sedan,92,3.5,Petrol,yes,2008,Teana,front
Citroen,4600,van,92,1.36,Petrol,yes,2010,Nemo ����.,front
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Hyundai,17200,crossover,92,2.2,Diesel,yes,2012,Santa FE,full
Mazda,12500,crossover,92,2.3,Petrol,yes,2008,CX-7,full
Skoda,11200,sedan,92,1.9,Diesel,yes,2006,Octavia A5,front
Toyota,28700,crossover,92,3.5,Gas,yes,2012,Highlander,full
Peugeot,10200,other,92,2,Petrol,yes,2008,307,front
Audi,35000,sedan,92,2.8,Petrol,yes,2013,A6,full
Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo ����.,front
Honda,16200,crossover,92,2,Gas,yes,2008,CR-V,full
Skoda,6900,hatch,92,1.4,Petrol,yes,2009,Fabia,front
BYD,4900,sedan,92,1.6,Petrol,yes,2007,F3,front
Suzuki,6999,hatch,92,1.3,Petrol,yes,2007,Swift,front
VAZ,3700,crossover,92,1.7,Petrol,yes,2004,2121,full
Mitsubishi,5900,hatch,92,1.6,Petrol,yes,2003,Carisma,front
Honda,22000,crossover,92,2,Gas,yes,2011,CR-V,full
Honda,20500,sedan,92,2.4,Petrol,yes,2011,Accord,front
Land Rover,51500,crossover,93,3,Diesel,yes,2013,Range Rover Sport,full
Volkswagen,8800,van,93,1.6,Diesel,yes,2012,Caddy ����.,front
Honda,14700,sedan,93,2,Petrol,yes,2009,Accord,
Volkswagen,21000,other,93,2,Diesel,yes,2012,Passat B7,front
Jeep,27500,crossover,93,6.1,Petrol,yes,2007,Grand Cherokee,full
Mitsubishi,13900,vagon,93,3,Gas,yes,2007,Outlander XL,full
Mazda,10800,hatch,93,1.6,Gas,yes,2011,3,front
Chevrolet,8700,sedan,93,2,Gas,yes,2010,Epica,front
Kia,11500,hatch,93,1.8,Petrol,yes,2011,Soul,front
Subaru,14600,crossover,93,3.6,Petrol,yes,2008,Tribeca,full
BMW,39500,vagon,93,2,Diesel,yes,2012,525,full
Skoda,2600,vagon,93,1.4,Petrol,no,2001,Fabia,front
Hyundai,18750,crossover,93,2.4,Gas,yes,2012,Santa FE,full
Lexus,19500,sedan,93,3.5,Gas,yes,2007,ES 350,front
VAZ,3450,sedan,93,1.6,Petrol,yes,2007,1118,front
Mitsubishi,2600,vagon,93,2.5,Petrol,no,1997,Galant,front
Mitsubishi,18900,crossover,93,3.8,Gas,yes,2008,Pajero Wagon,full
Kia,8300,hatch,93,1.6,Petrol,yes,2008,Ceed,front
VAZ,1500,sedan,93,1.5,Other,yes,2004,2107,rear
Nissan,6800,other,93,1.6,Petrol,yes,2006,Note,front
Toyota,23300,crossover,93,2.7,Other,yes,2011,Venza,full
Peugeot,13900,crossover,93,1.6,Diesel,yes,2011,3008,front
Chevrolet,7100,sedan,93,1.8,Petrol,yes,2009,Lacetti,front
Hyundai,16300,sedan,93,2.4,Gas,yes,2012,Sonata,front
Toyota,8500,hatch,93,1.6,Petrol,yes,2007,Auris,front
Seat,2750,sedan,93,2,Petrol,yes,2008,Cordoba,front
Renault,10500,crossover,93,1.5,Diesel,yes,2011,Duster,front
Ford,6500,other,93,1.8,Diesel,yes,2011,Transit Connect ����.,front
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full
VAZ,3550,hatch,93,1.6,Petrol,yes,2008,2114,front
Daihatsu,10900,crossover,93,1.5,Petrol,yes,2008,Terios,full
